id,source_entity_id,target_entity_id,type,confidence,timestamp,properties
R002772,P133,P158,MEMBER_OF,0.5,2025-03-29T20:56:30,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002773,P360,P352,MET,0.67,2026-03-14T03:45:21,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R002774,P112,P106,ASSOCIATED,0.74,2026-04-14T20:21:03,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002775,P060,P063,MESSAGED,0.65,2025-03-09T13:55:16,"{""message_count"": 145, ""source_type"": ""communication_record""}"
R002776,P398,LOC092,LOCATED_AT,0.71,2025-02-16T05:09:16,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002777,P099,P087,MESSAGED,0.79,2025-09-15T04:40:02,"{""message_count"": 68, ""source_type"": ""communication_record""}"
R002778,P012,PH186,CALLED,0.5,2026-05-02T16:42:15,"{""duration_seconds"": 3534, ""source_type"": ""call_record"", ""verified"": false}"
R002779,P494,P476,EMPLOYED_WITH,0.77,2025-01-03T03:59:41,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002780,P292,PH043,USED_PHONE,0.59,2025-03-22T05:19:47,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R002781,P113,P109,FAMILY,0.79,2025-10-16T11:27:56,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002782,P119,ORG023,MEMBER_OF,0.5,2025-09-28T16:26:04,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002783,P215,P214,CALLED,0.82,2025-10-05T16:40:20,"{""duration_seconds"": 1372, ""source_type"": ""call_record"", ""verified"": false}"
R002784,P302,LOC094,VISITED,0.61,2025-02-16T02:54:55,"{""duration_minutes"": 91, ""source_type"": ""location_record""}"
R002785,P112,P118,SUSPECTED_ASSOCIATE,0.9,2026-07-12T14:52:40,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002786,P367,P356,LOCATED_WITH,0.62,2025-06-11T16:13:13,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002787,P076,ORG069,VISITED_ORG,0.51,2026-04-05T21:27:36,"{""duration_minutes"": 149, ""source_type"": ""location_record""}"
R002788,P113,V033,TRAVELED_IN,0.91,2026-02-23T03:51:58,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R002789,P044,LOC075,TRAVELED_TO,0.53,2026-08-08T14:34:22,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R002790,P427,V035,USED_VEHICLE,0.97,2025-11-02T02:43:44,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002791,P029,P069,MEMBER_OF,0.58,2025-07-08T12:45:23,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002792,P293,ORG035,MEMBER_OF,0.81,2025-10-26T04:59:18,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002793,P375,P356,PARTNER,0.54,2025-12-15T01:52:26,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002794,P072,P059,ASSOCIATED,0.75,2026-08-15T05:53:13,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002795,P051,ORG019,VISITED_ORG,0.84,2025-07-15T15:16:52,"{""duration_minutes"": 232, ""source_type"": ""location_record""}"
R002796,P388,PH059,MESSAGED,0.51,2025-04-04T13:38:24,"{""message_count"": 147, ""source_type"": ""communication_record""}"
R002797,P152,P153,TRAVELED_WITH,0.85,2026-05-28T12:23:52,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002798,P175,P159,ASSOCIATED,0.88,2026-06-21T18:43:31,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002799,P318,P340,CALLED,0.79,2026-05-12T23:37:02,"{""duration_seconds"": 2627, ""source_type"": ""call_record"", ""verified"": true}"
R002800,P358,P085,MESSAGED,0.77,2026-04-16T06:40:43,"{""message_count"": 66, ""source_type"": ""communication_record""}"
R002801,P333,PH139,CALLED,0.89,2026-06-09T14:28:40,"{""duration_seconds"": 2434, ""source_type"": ""call_record"", ""verified"": true}"
R002802,P367,V124,USED_VEHICLE,0.74,2025-01-06T18:23:13,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002803,P107,P109,EMPLOYED_WITH,0.71,2026-06-18T23:45:13,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002804,P229,P236,MET,0.63,2026-04-25T15:14:36,"{""details"": ""Extended meeting recorded"", ""source_type"": ""surveillance"", ""verified"": false}"
R002805,P397,PH139,USED_PHONE,0.58,2025-10-07T01:24:49,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R002806,P336,V123,USED_VEHICLE,0.57,2026-06-28T07:04:46,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002807,P126,LOC062,WORKS_AT,0.56,2025-01-14T23:20:52,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R002808,P445,V082,USED_VEHICLE,0.86,2025-10-09T11:51:37,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002809,P309,P313,EMPLOYED_WITH,0.83,2025-12-19T23:21:08,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002810,P224,PH142,CALLED,0.7,2025-05-11T11:47:46,"{""duration_seconds"": 2427, ""source_type"": ""call_record"", ""verified"": false}"
R002811,P044,ORG022,WORKS_FOR,0.89,2026-05-17T20:31:57,"{""role"": ""Manager"", ""source_type"": ""employment_record""}"
R002812,P280,ACC045,RECEIVED_FROM,0.79,2025-03-09T17:19:49,"{""amount"": 413670, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002813,P197,PH178,MESSAGED,0.72,2026-05-24T20:24:04,"{""message_count"": 35, ""source_type"": ""communication_record""}"
R002814,P423,P402,FAMILY,0.68,2025-01-01T04:35:57,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002815,P309,P308,FAMILY,0.59,2026-06-30T20:01:12,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002816,P112,P125,CALLED,0.92,2025-12-27T03:37:42,"{""duration_seconds"": 2861, ""source_type"": ""call_record"", ""verified"": true}"
R002817,P052,P076,TRAVELED_WITH,0.66,2025-01-17T12:27:30,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002818,P398,P389,SUSPECTED_ASSOCIATE,0.69,2025-03-28T03:16:30,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002819,P258,P268,PARTNER,0.73,2026-02-13T08:09:37,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002820,P318,P322,MEMBER_OF,0.92,2025-03-12T00:10:37,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002821,P413,P410,CALLED,0.63,2025-11-15T17:47:16,"{""duration_seconds"": 2933, ""source_type"": ""call_record"", ""verified"": true}"
R002822,P447,ACC184,TRANSFERRED_TO,0.55,2025-08-21T18:15:32,"{""amount"": 183458, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R002823,P435,ORG026,WORKS_FOR,0.73,2025-08-12T11:13:04,"{""role"": ""Contractor"", ""source_type"": ""employment_record""}"
R002824,P453,P360,TRAVELED_WITH,0.84,2025-10-29T15:34:58,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002825,P101,LOC006,TRAVELED_TO,0.9,2026-04-15T10:55:44,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R002826,P413,LOC013,TRAVELED_TO,0.75,2026-01-03T16:28:12,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R002827,P280,P299,MEMBER_OF,0.93,2025-03-09T05:16:19,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002828,P367,P366,MEMBER_OF,0.63,2025-06-20T06:02:51,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002829,P191,P195,ASSOCIATED,0.51,2025-09-18T09:20:50,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002830,P112,P105,TRAVELED_WITH,0.78,2025-08-16T21:46:50,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002831,P217,P203,MESSAGED,0.98,2025-12-30T04:53:28,"{""message_count"": 1, ""source_type"": ""communication_record""}"
R002832,P302,P325,TRAVELED_WITH,0.59,2025-06-26T10:07:53,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002833,P288,P277,ASSOCIATED,0.61,2025-08-05T08:07:19,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002834,P143,P147,SUSPECTED_ASSOCIATE,0.72,2026-04-14T17:35:44,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002835,P133,ACC118,RECEIVED_FROM,0.53,2026-02-10T21:02:36,"{""amount"": 382046, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R002836,P460,P465,MEMBER_OF,0.7,2026-08-08T10:31:56,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002837,P208,P426,EMPLOYED_WITH,0.68,2026-06-12T17:36:57,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002838,P415,P417,CALLED,0.58,2025-12-11T12:39:28,"{""duration_seconds"": 3468, ""source_type"": ""call_record"", ""verified"": true}"
R002839,P333,P344,FAMILY,0.64,2026-02-06T14:00:39,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002840,P280,P290,EMPLOYED_WITH,0.62,2025-02-20T15:38:34,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002841,P109,P117,SUSPECTED_ASSOCIATE,0.56,2026-01-11T04:38:54,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002842,P215,ACC122,TRANSFERRED_TO,0.95,2025-05-23T04:02:44,"{""amount"": 337288, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R002843,P367,V116,OWNS_VEHICLE,0.75,2026-04-23T03:32:16,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R002844,P158,P152,ASSOCIATED,0.87,2025-09-13T14:48:34,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002845,P099,P095,FAMILY,0.75,2025-06-08T17:21:58,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002846,V006,LOC086,SEEN_AT,0.81,2025-01-19T16:42:16,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002847,P023,P018,CALLED,0.84,2025-04-18T23:07:39,"{""duration_seconds"": 333, ""source_type"": ""call_record"", ""verified"": false}"
R002848,P211,PH053,OWNS_PHONE,0.59,2025-12-10T22:03:11,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002849,P280,P288,EMPLOYED_WITH,0.91,2025-02-16T12:05:02,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002850,P389,LOC021,WORKS_AT,0.74,2025-03-04T05:01:30,"{""role"": ""Advisor"", ""source_type"": ""employment_record""}"
R002851,P367,P358,PARTNER,0.72,2026-06-30T14:12:20,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002852,P209,P201,LOCATED_WITH,0.84,2025-08-28T04:48:31,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002853,P040,P036,ASSOCIATED,0.98,2026-06-01T10:02:49,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002854,P133,PH199,OWNS_PHONE,0.78,2025-01-15T23:21:43,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002855,P494,ACC154,OWNS_ACCOUNT,0.59,2025-12-16T05:55:07,"{""account_status"": ""active"", ""source_type"": ""financial_registry""}"
R002856,P102,PH095,MESSAGED,0.63,2026-02-23T08:23:06,"{""message_count"": 136, ""source_type"": ""communication_record""}"
R002857,P257,P273,ASSOCIATED,0.9,2025-07-30T22:08:25,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002858,P229,PH138,OWNS_PHONE,0.55,2026-06-23T20:12:37,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002859,P453,P483,EMPLOYED_WITH,0.67,2025-01-05T08:01:33,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002860,P051,PH167,OWNS_PHONE,0.92,2026-03-27T10:05:20,"{""registration_status"": ""active"", ""source_type"": ""telecom_registry""}"
R002861,P426,ORG084,MEMBER_OF,0.75,2026-03-28T05:06:37,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002862,P057,P071,MEMBER_OF,0.7,2025-06-05T02:55:22,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002863,P258,P268,MET,0.92,2025-12-13T15:00:40,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": false}"
R002864,P453,P472,TRAVELED_WITH,0.65,2025-04-27T16:21:10,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002865,P014,P225,PARTNER,0.82,2026-02-14T00:06:46,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002866,P304,ACC023,TRANSACTION_WITH,0.54,2025-05-23T19:13:32,"{""amount"": 283530, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002867,P369,P259,SUSPECTED_ASSOCIATE,0.69,2026-04-06T01:56:57,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002868,P004,P006,EMPLOYED_WITH,0.62,2026-01-02T19:20:17,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002869,P099,P103,SUSPECTED_ASSOCIATE,0.63,2025-02-14T03:10:30,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002870,P312,P311,LOCATED_WITH,0.83,2025-09-11T06:15:55,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002871,P099,ORG095,WORKS_FOR,0.87,2025-01-05T13:25:07,"{""role"": ""Manager"", ""source_type"": ""employment_record""}"
R002872,P294,P280,PARTNER,0.72,2026-05-26T19:06:04,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002873,P209,P224,FAMILY,0.8,2026-03-05T05:20:38,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002874,P155,P174,FAMILY,0.67,2026-08-09T19:34:29,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002875,P245,PH021,CALLED,0.84,2025-11-27T00:58:34,"{""duration_seconds"": 3353, ""source_type"": ""call_record"", ""verified"": false}"
R002876,P328,LOC032,TRAVELED_TO,0.93,2026-08-28T23:27:31,"{""mode"": ""air"", ""source_type"": ""travel_record""}"
R002877,P465,P391,TRAVELED_WITH,0.62,2026-06-07T09:10:21,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002878,P367,P371,EMPLOYED_WITH,0.98,2026-04-05T19:25:46,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002879,P112,P125,CALLED,0.9,2026-03-31T14:54:59,"{""duration_seconds"": 3518, ""source_type"": ""call_record"", ""verified"": true}"
R002880,P259,P265,FAMILY,0.56,2025-02-09T05:20:44,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002881,P280,P283,MEMBER_OF,0.68,2025-02-26T10:41:38,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002882,PH056,PH083,COMMUNICATED_WITH,0.87,2026-04-12T16:03:28,"{""contact_count"": 62, ""source_type"": ""telecom_record""}"
R002883,P335,ORG058,VISITED_ORG,0.8,2025-11-07T13:08:01,"{""duration_minutes"": 100, ""source_type"": ""location_record""}"
R002884,P143,ORG032,WORKS_FOR,0.62,2025-12-03T23:08:47,"{""role"": ""Manager"", ""source_type"": ""employment_record""}"
R002885,P050,P042,LOCATED_WITH,0.98,2025-07-15T07:42:57,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002886,P259,P082,MESSAGED,0.87,2025-01-07T18:06:44,"{""message_count"": 18, ""source_type"": ""communication_record""}"
R002887,P408,ACC073,TRANSFERRED_TO,0.86,2025-08-25T20:51:36,"{""amount"": 296210, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002888,P389,P405,MET,0.91,2025-04-02T19:34:16,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R002889,P158,P161,TRAVELED_WITH,0.89,2026-04-22T01:14:18,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002890,P428,ACC085,RECEIVED_FROM,0.8,2025-04-16T04:38:29,"{""amount"": 372440, ""currency"": ""INR"", ""transaction_type"": ""cash_deposit""}"
R002891,P113,P117,ASSOCIATED,0.71,2025-05-22T20:52:11,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002892,P280,ACC159,RECEIVED_FROM,0.7,2025-03-21T11:06:05,"{""amount"": 480419, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002893,P267,PH002,MESSAGED,0.54,2025-10-15T09:42:07,"{""message_count"": 94, ""source_type"": ""communication_record""}"
R002894,P213,P217,MEMBER_OF,0.74,2025-01-03T03:47:18,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002895,P309,V075,TRAVELED_IN,0.92,2026-05-22T03:24:04,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R002896,P063,P058,FAMILY,0.82,2025-07-12T13:21:18,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002897,P051,PH014,MESSAGED,0.74,2025-09-03T05:58:45,"{""message_count"": 127, ""source_type"": ""communication_record""}"
R002898,P468,P464,CALLED,0.78,2025-05-12T16:47:42,"{""duration_seconds"": 2731, ""source_type"": ""call_record"", ""verified"": true}"
R002899,P401,ACC191,RECEIVED_FROM,0.91,2025-04-24T21:03:35,"{""amount"": 313825, ""currency"": ""INR"", ""transaction_type"": ""bank_transfer""}"
R002900,P227,P250,MEMBER_OF,0.64,2026-02-05T12:09:33,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002901,ACC141,ACC156,TRANSACTION_WITH,0.5,2025-08-02T15:31:16,"{""amount"": 142547, ""currency"": ""INR"", ""transaction_type"": ""upi_transfer""}"
R002902,P072,P053,TRAVELED_WITH,0.93,2025-12-11T19:28:55,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002903,P158,PH200,MESSAGED,0.87,2026-01-01T09:33:47,"{""message_count"": 19, ""source_type"": ""communication_record""}"
R002904,P476,LOC089,VISITED,0.77,2026-05-05T05:43:11,"{""duration_minutes"": 204, ""source_type"": ""location_record""}"
R002905,P332,ACC169,TRANSACTION_WITH,0.58,2025-03-11T18:31:23,"{""amount"": 282678, ""currency"": ""INR"", ""transaction_type"": ""wire_transfer""}"
R002906,P120,P103,EMPLOYED_WITH,0.67,2025-10-01T03:42:06,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002907,P356,P362,TRAVELED_WITH,0.72,2025-09-26T23:48:42,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002908,P259,P251,EMPLOYED_WITH,0.51,2025-01-02T02:11:08,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002909,P148,P126,FAMILY,0.62,2025-01-10T18:54:29,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002910,P288,P281,MET,0.86,2026-02-24T03:23:18,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R002911,P453,P474,TRAVELED_WITH,0.82,2026-02-27T12:40:27,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002912,P090,P078,MESSAGED,0.69,2025-01-10T16:02:22,"{""message_count"": 112, ""source_type"": ""communication_record""}"
R002913,P349,V088,OWNS_VEHICLE,0.85,2025-06-10T12:10:18,"{""registration_status"": ""active"", ""source_type"": ""vehicle_registry""}"
R002914,P229,P251,ASSOCIATED,0.75,2025-02-13T02:28:43,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002915,P250,P280,EMPLOYED_WITH,0.52,2026-08-21T00:09:03,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002916,P300,P299,CALLED,0.81,2026-06-12T18:46:37,"{""duration_seconds"": 1170, ""source_type"": ""call_record"", ""verified"": true}"
R002917,P082,P079,SUSPECTED_ASSOCIATE,0.76,2025-06-05T02:31:53,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002918,P378,P398,MET,0.79,2026-03-12T15:30:32,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R002919,P092,P083,SUSPECTED_ASSOCIATE,0.73,2025-12-20T06:29:36,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002920,P133,P173,FAMILY,0.53,2026-01-06T19:30:44,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002921,P224,ORG009,WORKS_FOR,0.64,2025-06-02T18:29:55,"{""role"": ""Consultant"", ""source_type"": ""employment_record""}"
R002922,P356,LOC074,TRAVELED_TO,0.63,2026-03-21T12:21:03,"{""mode"": ""rail"", ""source_type"": ""travel_record""}"
R002923,P415,LOC024,LOCATED_AT,0.62,2025-11-14T00:54:57,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002924,P443,V094,USED_VEHICLE,0.61,2026-03-24T13:28:56,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002925,P070,P054,EMPLOYED_WITH,0.9,2026-06-05T00:04:40,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002926,P426,ORG067,MEMBER_OF,0.7,2025-01-05T14:41:09,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002927,P199,P176,EMPLOYED_WITH,0.56,2025-02-10T06:15:06,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002928,P217,P221,CALLED,0.56,2026-05-13T22:25:49,"{""duration_seconds"": 3535, ""source_type"": ""call_record"", ""verified"": true}"
R002929,P367,P371,CALLED,0.58,2026-03-04T20:47:44,"{""duration_seconds"": 834, ""source_type"": ""call_record"", ""verified"": false}"
R002930,P333,V094,USED_VEHICLE,0.61,2026-03-18T12:11:08,"{""observation"": ""Vehicle observed in use"", ""source_type"": ""CCTV""}"
R002931,P018,P019,MESSAGED,0.57,2026-05-20T07:13:08,"{""message_count"": 119, ""source_type"": ""communication_record""}"
R002932,P120,P122,FAMILY,0.57,2026-01-18T22:07:27,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002933,P133,P167,LOCATED_WITH,0.77,2026-03-09T12:11:28,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002934,P174,PH090,MESSAGED,0.76,2025-04-04T19:25:14,"{""message_count"": 73, ""source_type"": ""communication_record""}"
R002935,P201,ORG052,ASSOCIATED_WITH,0.58,2025-08-08T19:19:06,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002936,P052,P076,PARTNER,0.53,2026-06-17T16:46:28,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002937,P109,P119,EMPLOYED_WITH,0.51,2026-05-23T17:59:20,"{""context"": ""Shared employment recorded"", ""source_type"": ""employment_record""}"
R002938,P215,P004,SUSPECTED_ASSOCIATE,0.89,2025-12-15T16:17:02,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002939,P046,P047,PARTNER,0.83,2026-01-27T10:38:31,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002940,P215,P211,SUSPECTED_ASSOCIATE,0.67,2026-06-12T16:45:40,"{""context"": ""Indirect association noted as an analytical lead, not confirmed activity"", ""source_type"": ""informant_tip"", ""verified"": false}"
R002941,P416,P417,PARTNER,0.6,2025-02-18T00:45:03,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002942,P295,P286,FAMILY,0.86,2026-03-17T12:46:15,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002943,P487,P477,PARTNER,0.73,2026-06-13T04:17:38,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002944,P285,V102,TRAVELED_IN,0.71,2026-02-12T13:21:22,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R002945,P208,V055,TRAVELED_IN,0.71,2025-08-22T06:49:20,"{""trip_note"": ""Travel recorded together"", ""source_type"": ""field_report""}"
R002946,P415,P417,TRAVELED_WITH,0.83,2025-04-06T13:55:04,"{""context"": ""Joint travel recorded"", ""source_type"": ""travel_record""}"
R002947,P229,P234,MET,0.84,2026-03-01T19:40:29,"{""details"": ""Brief meeting observed"", ""source_type"": ""surveillance"", ""verified"": true}"
R002948,P051,P076,MET,0.71,2025-07-09T19:12:45,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": true}"
R002949,P109,P107,LOCATED_WITH,0.64,2025-04-22T13:57:01,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002950,P365,P366,MESSAGED,0.92,2026-03-12T11:39:54,"{""message_count"": 48, ""source_type"": ""communication_record""}"
R002951,P302,P309,MEMBER_OF,0.93,2025-12-08T05:04:19,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
R002952,P113,PH047,USED_PHONE,0.51,2025-02-06T07:11:12,"{""observation"": ""Device usage recorded"", ""source_type"": ""telecom_record""}"
R002953,P225,P026,MET,0.87,2026-06-19T23:02:28,"{""details"": ""Meeting recorded at location"", ""source_type"": ""surveillance"", ""verified"": false}"
R002954,P029,P031,FAMILY,0.5,2025-06-14T23:45:18,"{""relationship_note"": ""Partner relation recorded"", ""source_type"": ""public_record""}"
R002955,P129,P139,CALLED,0.95,2025-09-07T09:24:16,"{""duration_seconds"": 1340, ""source_type"": ""call_record"", ""verified"": false}"
R002956,P360,P363,LOCATED_WITH,0.56,2026-04-19T07:08:28,"{""observation_note"": ""Presence recorded at location"", ""source_type"": ""location_record""}"
R002957,P110,P115,FAMILY,0.57,2025-11-02T12:31:54,"{""relationship_note"": ""Family relation recorded"", ""source_type"": ""public_record""}"
R002958,P448,P450,MEMBER_OF,0.97,2025-12-30T01:42:08,"{""context"": ""Shared membership recorded"", ""source_type"": ""field_report""}"
